job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score
Developer,6,17.6,46.3,19.6,1.2,Low,1,5.1,1.55,1,7.3,6.4,6.09,96.9
Manager,1,7.8,17,27.2,2,Low,20.3,14.3,0.39,5,2.7,2.2,9.22,43.1
Developer,17,9.4,27,32.6,2.2,Low,1.9,7.9,3.6,9,3.6,5,7.13,64.4
Analyst,9,7.4,11.2,29.3,1.2,Medium,5.4,8.8,4.66,9,3.8,4,9.53,39
Developer,12,21.2,57.3,21.4,1.1,Low,4.1,5.8,3.95,4,5.6,4.3,7.65,90.7
Designer,10,7.9,20.9,23.6,1.7,Medium,9.3,9.2,2.56,1,4.7,4.3,9.3,68.3
Marketer,18,8.1,11.9,26.1,3.7,Low,2.5,6.3,0.33,9,6,6.8,5.8,72.7
Manager,14,4.7,6.7,25.7,0.2,Medium,19.2,14.1,4.26,3,1.9,2.1,10,38
Developer,2,12,36.9,18.6,1.2,Medium,7.2,7.6,5.2,4,6,5,8.77,65.3
Manager,15,0,0.4,41.6,0.6,Low,16.6,11.6,0.42,9,2.4,1.4,9.79,51.1
Marketer,19,10.9,27.8,27.4,1.4,Medium,1.2,4.9,0.1,6,3.4,4.6,9.07,68.7
Marketer,9,11.3,25.1,20,1.7,Low,5.2,7.8,2.99,5,5,6.9,5.74,60.9
Manager,12,11.8,33.5,18.3,1.9,High,18,14.6,2.66,8,2.9,1,10,54.6
Developer,12,14.7,38.3,21.3,1.4,Low,6.2,5.3,1.52,7,5,5.4,6.83,77.3
Marketer,7,10.9,25.5,21.8,1.4,Medium,2.3,6.9,1.74,1,6.2,5.8,8.2,64.5
Manager,1,3.1,10.6,22.4,2.3,Low,1.1,4.1,1.62,4,6.5,9.4,3.9,67.4
Analyst,17,10.3,27.9,17,0.4,High,3.7,10.4,1.02,7,4.9,5.2,10,73.8
Analyst,12,14.9,35.7,14.4,2.5,Medium,3.6,7.4,0.4,4,6.7,6.3,7.82,82.5
Manager,19,6.9,22.7,23.8,2.7,Low,9.9,10.2,0.75,9,4.8,5.8,6.54,82.9
Analyst,1,12.2,24.5,24.4,3.3,Medium,1,2,3.91,2,5.6,5.1,8.71,46.1
Marketer,11,8.8,22.5,24.7,4.7,Medium,7.9,7.6,2.39,3,3.1,4.2,9.38,49.6
Developer,19,17.4,45.2,19.2,0.3,Low,8.3,6.7,4.08,1,5.6,4.8,7.29,82.1
Designer,14,2.8,8.2,32.8,1.2,Low,5,7.5,3.42,10,2.6,5.9,6.49,56.9
Designer,9,3.5,12.6,27.3,2.2,High,6.1,8.2,0.1,3,3.5,3.8,10,57
Developer,19,20.2,48.2,10,4.6,Medium,4.7,6.8,0.1,7,3.6,5.8,8.19,82.1
Manager,6,0,0,27.4,3.3,Low,13.6,9.9,0.1,6,2.4,5.8,6.56,46.9
Developer,18,11.9,25.7,22.4,2.5,Medium,6.6,6.3,1.07,9,3.3,4.3,9.3,69
Designer,17,5.1,14.7,33.7,1.6,High,3.4,7.3,3.59,8,4.6,2.4,10,56.5
Writer,2,21.3,50.8,11.7,0.5,High,4.7,6,4.23,2,5.1,3.6,10,51.6
Writer,4,23.8,53.2,11,2,Medium,7.3,7.4,3.54,10,4,4,9.53,62.1
Developer,20,10.5,30.2,10,1.9,High,3.9,6.5,2.12,1,3.8,6.9,9.01,74
Developer,4,19.9,47.8,14.7,4.4,High,3.7,6.8,0.1,1,6.7,3.4,10,72.5
Analyst,6,5.6,12.9,25.2,1.4,Medium,8.9,8.1,1.71,1,4,4.6,9.08,47.4
Manager,15,0,0,34.1,0.6,Low,14.4,12.1,3.28,2,3.9,3.9,7.96,56.5
Analyst,1,12.8,33.5,25.7,0.7,Medium,6.8,8,3.34,2,4.4,3.2,10,44.2
Analyst,2,12.7,27,26.6,1.8,High,5.6,6.7,2.46,10,4.9,1.8,10,45.6
Analyst,20,8.9,20.8,31.5,4,Low,1.9,5.7,1.48,7,6.7,5.4,6.84,81.5
Developer,7,12.1,31.2,17.5,4.6,High,6.1,8.3,0.86,1,4.3,4.1,10,66
Marketer,14,10.2,30,27.6,3,Low,8.8,11.8,0.1,10,5.2,4.4,7.6,77.4
Marketer,8,15.9,45.4,20.6,4,Low,8.4,7.4,0.1,3,3.5,4.8,7.29,82.9
Designer,14,8.9,16.9,35,9,Low,6.5,7.5,0.1,1,5.7,3.4,8.32,75.6
Developer,11,14.4,27.9,17.4,0.7,Medium,6.6,7.7,3.36,9,5,4.9,8.85,54.8
Analyst,19,4.6,11.3,32.5,3.3,High,1,5.6,1.38,10,3.7,3.5,10,65.5
Analyst,11,12.2,28.9,20.2,6.3,High,5.9,7.7,0.1,7,5.6,3.4,10,77.9
Marketer,20,10.1,30.2,20.3,2.7,High,2.2,3.9,0.4,1,4.9,4.8,10,67.1
Marketer,1,15.2,38.8,24.4,1.4,Medium,9.1,8.1,2.05,4,3,2.3,10,53.9
Analyst,18,5.6,12.4,32.9,0.2,Medium,4.8,3.7,4.25,2,5.8,3.7,9.75,68
Analyst,8,19.8,53.3,16.1,0.6,Low,6.6,4.5,2.78,10,4,5.4,6.85,72.2
Analyst,12,12.1,25.7,33.1,4.2,Low,5.2,8.8,1.46,6,5.4,3.4,8.32,74.6
Analyst,13,7.1,20.5,19.1,3.2,Medium,6.7,7.5,2.64,4,4.5,6.3,7.82,55.1
Designer,13,6.1,16.2,28.3,1.5,High,7.3,8.8,2.74,9,3.8,2.6,10,62.3
Writer,12,6.4,11.4,26.7,0.4,Medium,3.4,9.5,4.66,7,7,5.4,8.49,64.6
Marketer,6,10.9,34.3,23.6,0.7,Low,5.7,7.2,3.6,7,5.9,5.9,6.46,75.4
Developer,10,16.2,37,20.9,2.5,High,3,8.1,3.17,1,4.7,3,10,60.9
Manager,9,6.5,13.3,28.6,1,High,21.5,14.6,1.98,4,1,1,10,46.1
Developer,7,15.3,34,18.3,3.2,High,4.3,10.3,3.06,4,6.6,3.5,10,64.1
Designer,10,4.4,9.7,32.8,0.8,Low,4.7,8.7,4.43,1,5.2,5.5,6.76,56.2
Manager,10,8.4,16.9,34.6,1.8,Low,22.3,12.2,0.1,10,2.3,1,10,49.8
Designer,4,3.9,5,38.7,0.8,Low,3.4,7,1.27,4,4.8,4.5,7.51,50.2
Writer,19,17.6,40.7,17,6.9,Medium,1,7.4,0.1,7,6,5.6,8.34,99.4
Analyst,19,2.8,13.3,34.2,1,High,4.9,5.8,0.1,2,4.5,2.5,10,61.3
Developer,15,4.5,7.6,30.6,4.8,Low,3.3,7.9,0.1,5,4.5,6.4,6.1,70
Manager,10,3,14.5,25.8,0.4,Low,12.2,12.6,4.4,7,4.5,5.8,6.56,55.4
Marketer,17,7.2,21.9,18.6,3.2,Medium,4.1,7.2,2.23,7,5.2,7,7.29,74.3
Analyst,15,3.7,16.9,25.8,0.5,Medium,1.1,4.4,3.49,7,7.6,6.8,7.44,73.7
Developer,14,12.7,31.8,18.5,0.6,High,5,8.5,0.29,1,4.3,3.9,10,76
Designer,17,1.2,0,27.3,2.5,Medium,10.7,12.9,0.1,10,2.6,4.7,9,64.6
Developer,3,20.6,62.3,18.7,0.4,Low,9.2,9.2,2.39,9,5.3,3.9,7.96,72.7
Analyst,15,20.7,48.5,12.5,6.5,High,9.8,8.3,0.1,1,4.6,2.2,10,82.6
Developer,11,15.9,43.8,19.1,3.6,High,3.2,7.2,0.1,3,3.8,3.4,10,76.4
Developer,10,22.1,56.4,11,1.4,Low,7.7,8.4,3.37,9,5.9,5.8,6.55,97.6
Developer,5,18,36.2,20.3,1,Low,2.8,5.9,1.72,10,5,5.7,6.62,67.4
Marketer,17,2.5,8.2,28.3,5.9,Medium,10.5,11.6,0.1,3,2.9,4.2,9.38,56.6
Manager,10,3.5,12.8,23.7,1,Low,18.1,14.9,2.46,9,4.2,4.7,7.37,56.9
Analyst,7,13.1,30.3,23,4.6,Medium,8.3,11.2,0.27,3,4.3,3.4,9.96,61.5
Designer,19,3.9,15.3,28.6,2.6,Medium,5.4,10.4,0.19,8,6.6,5,8.77,84
Manager,1,0.4,3.3,29.8,2.4,High,11.3,12.1,0.1,4,4.8,2.6,10,43.5
Developer,5,22.9,58.7,15.4,0.9,High,3.2,8.5,3.66,3,6.6,2.6,10,82.7
Writer,11,19.8,49.5,18.9,0.5,Medium,2.2,5,3.92,10,6.4,4.3,9.3,68.8
Analyst,18,12.4,25.8,13,0,High,9.9,6,3.58,9,4.9,4.2,10,71.8
Analyst,8,12,26,25.6,1.4,High,6.4,8.4,3.85,4,4.6,2,10,52.8
Developer,11,16,42.2,16.9,0.7,Low,4,3,1.49,7,6.2,6.8,5.81,84.6
Analyst,7,10.3,20.7,18.5,0.8,Low,6.5,9.9,3.06,2,5.8,7.2,5.52,70.6
Writer,20,11.1,18.6,26.3,1.7,Low,2.5,5.5,0.42,1,6.3,6,6.39,90.3
Developer,7,22.1,48.3,10,4,High,6.2,5.9,1.62,8,5.3,3.4,10,80.4
Developer,9,21.2,50.9,13.7,2.8,Low,4.7,2.4,0.91,8,3.7,6.1,6.33,81.6
Manager,19,6.6,9.8,29.9,3.2,Low,14,10.9,0.1,6,4.2,3.4,8.33,73.9
Marketer,10,11.3,27.8,12,1.6,Medium,8.8,14.1,1.38,9,5.5,6.5,7.68,76.7
Analyst,2,11,23.6,26.6,2.7,High,6.3,8.7,3.25,2,6.7,2,10,52.5
Marketer,4,9,17,28.8,3.2,High,7.1,11.5,3.52,4,4.7,1.8,10,52.3
Developer,14,14.1,42.2,15.5,1,Low,5.4,9.2,3.19,10,5.8,7.2,5.5,82.9
Manager,5,4,15.6,19.2,1.8,High,13.7,11.9,3.02,3,3.2,3.8,10,40.9
Manager,5,0.5,7.6,30.8,1.4,Medium,10,8.4,2.37,5,4.2,4.2,9.38,42.7
Marketer,18,8.5,15,27.8,1.7,Low,6.1,10.8,4.06,1,6.1,5.4,6.84,68.7
Writer,10,12.7,30.4,17,1.7,Medium,1,5.5,3.02,9,5.3,6.8,7.44,67.4
Developer,10,17.7,41.9,19.3,0.9,Low,6.9,7.3,5.36,2,4.8,5,7.13,57.9
Developer,18,15.6,38.1,19,0.6,Low,2.4,5.9,4.37,8,5.4,6.8,5.82,89.1
Developer,4,23.2,59.9,13.8,1.7,Medium,4.9,7.8,1.14,8,5.8,4,9.51,75.6
Developer,17,8.1,23.2,26,1.4,High,1.1,5.9,0.63,4,6.8,4.2,10,80.2
Manager,9,6.4,18,27.3,0.1,Medium,16.7,16.5,2.43,7,4.8,1.9,10,57.8
Developer,12,19,46.3,12.6,1.8,Medium,1.5,7.4,0.15,3,6.6,6.2,7.89,89.7
Manager,7,8.3,16.5,27.5,1.7,Low,8,9.3,0.87,5,5.3,5.1,7.08,70.9
Marketer,8,13.6,23.5,24,1.1,Medium,3.2,8.3,4.52,8,4.6,4.3,9.3,47.1
Writer,4,19,46.2,19.1,2.4,Medium,7.2,6.6,0.59,1,4.6,3.2,10,65.8
Marketer,4,11.6,29.4,19.1,1.1,High,3.9,9.5,3.34,4,5.7,4.4,10,50.8
Designer,4,2.1,0,28.4,5.2,Medium,11.8,11.3,0.1,9,4.2,3.9,9.59,45.1
Designer,12,6.2,17.1,23.9,2.6,Medium,5,9.4,3.09,3,5.6,5.7,8.26,68.3
Developer,12,9.2,31.2,24.3,4.2,Medium,7.2,8.9,2.21,7,3.8,4.3,9.29,57
Writer,16,12.9,34.1,10,1.8,Low,8.2,10.5,1.07,2,4.6,8.2,4.77,84.5
Analyst,18,7.8,15.7,27.3,1.3,Low,7.2,10.2,3.48,7,6.4,5.4,6.84,78.1
Marketer,5,4.8,11.3,33.6,0.5,Medium,9.5,7.1,2.53,7,5,2.5,10,46.9
Manager,13,8.6,17.9,18.9,2.8,Medium,18.6,14.8,0.1,7,2.6,3,10,69.8
Manager,15,3.9,7.8,37.6,0.3,Medium,9.6,10.7,3.27,4,3,1.7,10,47.1
Analyst,11,7.3,17,29.3,4.3,Low,4.2,6.2,0.83,3,6.7,5.8,6.55,80.8
Analyst,11,7.9,13.9,21,2.5,Medium,12,11.3,4,5,2.9,4.3,9.3,38.7
Writer,8,15.8,49.2,10,0.4,Low,7.8,10.3,2.28,2,5.2,7.6,5.22,83.5
Writer,2,21.5,59.1,10,1.6,High,5,8.9,2.43,6,4.9,3.9,10,68.4
Analyst,18,4.1,21.7,26.4,1.4,Medium,2.9,5.8,2.18,2,6.6,6.2,7.9,83.2
Developer,3,19.2,50,16.5,2.1,High,8.1,12.4,4.34,7,2.1,2,10,46.5
Developer,11,14.6,43.8,17.2,3.1,Medium,4.1,8.7,0.1,6,5.2,5.5,8.4,83.7
Developer,18,22.9,61.2,14.7,0.8,Low,4.6,10.1,3.43,8,3.6,5.5,6.78,78.4
Analyst,15,14.1,37.8,21.6,6.4,Low,10.8,7.8,0.1,5,4.8,4.4,7.59,87.4
Marketer,3,11.2,19.5,15.2,3.6,Low,7.4,8.4,0.1,8,2.9,7.6,5.23,55.8
Analyst,19,9.5,15.9,22.6,5.4,High,2.4,4.3,0.1,4,5.3,4.4,10,70.1
Developer,4,6.5,13.2,25.1,1.7,Medium,3.2,6,0.65,8,5.5,5.8,8.19,60.3
Writer,9,14.8,34,22.5,1.6,High,6.8,8.7,1.82,10,3.9,2,10,43.9
Designer,16,2,0,27.5,0.6,High,11.2,10.4,0.84,2,2.2,2.8,10,56.3
Analyst,12,11.8,23.3,21.2,0.9,Low,6.9,10.3,3.98,9,4.4,6,6.39,60.3
Designer,3,0.1,2.3,38,0.8,Medium,4.9,5.6,0.1,2,3.5,3.8,9.68,51.1
Analyst,5,14.2,37.5,11.5,3.9,High,9,9.4,0.68,8,5.7,4.3,10,66.9
Manager,19,5.8,18,29.4,1,Medium,10.4,6.4,0.98,8,3.6,3.1,10,64
Analyst,6,13.6,36,22.6,1.5,Medium,1.8,6.9,4.37,10,6.2,5,8.78,66.1
Writer,11,11.4,24.4,30.5,0.5,High,6.8,10.5,2.47,3,5.6,1,10,68.3
Analyst,5,9.1,22.8,33.1,0.6,Low,9.7,8.7,3.86,8,2.3,3,8.61,50
Developer,17,21.2,46,19.3,1.4,Medium,9,10.6,4.34,6,5.7,2.1,10,70.2
Developer,6,6.2,16,23.8,5.8,Medium,7.2,11.2,1.31,8,4.1,5.2,8.63,52.8
Analyst,16,8.9,7.8,33.8,2,Medium,5,8.1,1.46,4,5.2,2.6,10,49.3
Developer,13,13.7,33.2,26.2,1.3,High,1.1,6.2,2.75,6,7.5,2.8,10,74.7
Writer,18,13.3,27.3,28.2,1.5,Low,1,2.3,0.57,10,4.4,5.4,6.85,73.1
Manager,6,7.2,19.5,23.8,4.5,Low,6,13.2,0.28,2,5.2,6.8,5.82,70.2
Developer,13,18.8,44.6,14.7,1.6,Low,3,9.8,0.92,10,5.8,6.9,5.74,92.6
Designer,11,2.4,6.5,29.5,3.1,Low,8.7,11.4,1.98,9,3.5,5.9,6.49,53.3
Analyst,7,11.1,13.9,26.2,1.3,Medium,8.2,10.9,1.8,2,2.7,3.1,10,39
Writer,8,21.1,63.2,10.1,2,High,9.3,10.6,2.77,8,4.5,2.9,10,62.4
Developer,7,18.8,49.3,10,4,High,4.3,3.3,3.55,8,4.7,4.7,10,65.2
Designer,14,4.4,8.4,32.1,1.2,High,2,4.2,1.17,2,5.8,3.4,10,67.3
Designer,6,7.2,7.5,27.3,9.5,Low,5,8.1,0.1,4,5.4,6.1,6.32,61.1
Designer,7,5.7,6.6,26.4,0.4,Medium,1.7,7.9,4.24,1,5.9,6,8.03,54.7
Designer,18,1.2,3.5,27.8,1.7,Medium,5.6,8.3,3.07,6,4.5,5.8,8.18,55.6
Analyst,8,10.6,25,24.3,1.4,Medium,1,5.3,0.1,3,5.1,5.5,8.4,72
Analyst,7,8.6,17.5,27.2,1.7,High,2.8,7.7,3.63,6,4.2,3.4,10,50
Developer,8,17.5,45.4,19.2,2.3,High,3.3,8,3.85,3,5.5,3,10,67
Developer,9,16.2,42.9,21.7,3.9,Medium,7.7,11,0.1,5,5.4,3.1,10,71.6
Analyst,7,7.2,17.2,19.4,2.7,High,1.1,5.1,1.55,10,4.1,6.1,9.61,59.5
Developer,12,15.6,35.9,23.8,0.6,Medium,4.4,9.1,5.21,5,5.4,3.6,9.83,57.8
Analyst,19,10.3,22,24.5,1.5,High,6.9,9.5,0.1,10,4.4,2.6,10,74.6
Marketer,8,14.2,44.8,12.5,0.5,High,5.3,6.8,2.76,6,5.7,5,10,69.7
Designer,6,7.9,18.3,26.7,0.4,Medium,8.7,10.2,3.05,5,3.2,3.7,9.75,38.4
Analyst,3,9.8,25.2,20.9,1.1,High,3.9,6.4,1.65,3,5.2,4.4,10,57.1
Developer,17,16.9,35.4,22.8,0.8,Low,2.4,6.2,2.76,8,6.8,5.5,6.78,87.6
Marketer,14,12.2,27.9,25.7,0.5,Medium,4.3,7.8,0.31,1,2.9,4,9.53,63.7
Manager,15,6.8,15.3,18.2,1.4,Low,9.4,11.3,3.31,5,3.2,7.4,5.36,59.2
Developer,2,13.1,29.3,25.5,2.2,High,7.8,7.9,1.55,3,4,1.4,10,56.7
Manager,8,11.3,36,26.3,6.2,Low,21.3,16.7,1.14,10,3,1.3,9.88,53.5
Manager,18,0.9,0,32.6,2.3,Medium,8.1,9.8,1.04,2,4.4,4.1,9.45,52.8
Developer,20,19.7,45.5,10.8,0.8,High,1.6,3.8,2.75,6,5.6,5,10,77.7
Analyst,3,10.9,24.3,15,2,Medium,5.3,8.9,2.39,4,6,6.7,7.52,59.3
Developer,13,9.2,19.3,22.7,1.4,Medium,6.9,7.9,3.06,7,4,4.8,8.93,53.5
Writer,12,11.8,24.5,27.2,4.7,Low,6.4,7.9,0.39,6,7,4.6,7.42,85.1
Writer,2,16.7,50,10.7,0.5,Medium,4,7.2,4.91,6,5.6,6.6,7.58,66.6
Designer,20,9,22.3,21.8,1.5,High,1,10.2,0.94,3,6.3,5.1,10,82.6
Designer,20,9.3,30.7,21.9,2,Low,5.5,11.6,2.64,2,4.3,6.8,5.8,84.3
Designer,16,4.8,16.9,29.4,3,Medium,6.4,9.8,0.64,1,5.5,4.4,9.24,63.7
Designer,7,6.8,10.3,25.1,2.1,High,1.8,5.6,2.23,4,5.2,4.6,10,52.3
Writer,14,7.1,30.3,26.4,0.9,High,1.2,3.4,1.52,8,5,4.3,10,65.7
Designer,17,7.6,24.7,18.1,3,Medium,2.9,4.1,0.1,8,5.6,7.4,7.02,84.9
Analyst,15,14.3,39.1,20.2,4,Medium,8.5,7.5,0.23,6,4.7,3.8,9.68,84.7
Manager,8,6,27.2,19.1,0.3,Low,11.9,12.2,2.64,6,3.2,6.8,5.82,67.4
Manager,20,10.4,21.6,22.7,3.4,Low,21,13.8,1.56,5,2.7,2.5,9,72.5
Manager,4,3.6,12.6,28.2,1.8,High,3.7,4.7,4.19,9,5.8,4.1,10,46
Analyst,15,11.6,31.9,21.2,1.7,Medium,7.4,8.3,0.66,1,5.3,4.5,9.16,69.2
Designer,5,2.3,6.6,25.2,1.2,Medium,3.2,2,1.22,1,4.9,6.8,7.44,57.1
Analyst,2,16.5,38.5,24.9,3.1,Low,5.4,10,1.32,3,3.2,4.3,7.66,61.3
Marketer,10,17.1,46.4,23.7,2.2,Medium,2.1,7.3,2.82,3,4.7,3.8,9.67,67.5
Manager,14,6,17.2,21.9,0.7,Medium,23.3,15,4.83,2,2,1.7,10,40.5
Developer,15,23.1,55.6,10,1.6,Low,4,5.9,3.63,2,4.4,6.7,5.88,85.5
Designer,10,3.6,7.2,27.6,1.5,Low,1,3.4,4.36,9,4.6,8,4.93,58.7
Designer,20,4.2,12.4,20.5,4.9,Medium,13.2,13.2,0.1,8,4.3,5,8.77,67.5
Writer,2,9.2,19.1,29.8,3.3,High,4.8,6.1,1.49,5,4.7,2.1,10,55.7
Developer,14,17.8,39.5,17.9,5.9,Medium,3.5,10.4,0.1,6,3.2,4.7,9,77.9
Analyst,18,9.1,26.9,22.5,3.3,Medium,6.4,10.7,0.39,2,5.4,5,8.78,80.7
Analyst,9,4.4,10.1,20.6,2.7,Low,1.2,10.4,2.36,8,4.2,9.4,3.87,53.5
Developer,18,22.7,58,15.5,1.6,High,5.5,9.6,0.99,5,6.6,2.1,10,88.4
Writer,7,20.8,55.1,10.6,0.1,High,3.2,5.1,6.22,3,4.5,4.4,10,61.5
Developer,9,20.6,54.3,10,1.4,High,5.3,7.2,1.91,1,6.1,4,10,78.7
Writer,12,8.4,29.9,22.2,1.8,High,9.8,7,3.05,3,4.9,2.9,10,64.2
Developer,17,17.9,49,10,2.3,Medium,2.1,9.8,2.52,2,6.7,7,7.3,90.8
Writer,15,14.5,35.9,22.5,1.9,High,8.6,6.5,2.54,8,3.4,1.6,10,62.2
Marketer,6,9.1,22,21.5,1.3,High,1,8.4,0.96,3,5.9,5.1,10,66.8
Analyst,16,8.9,15.2,26.5,3.2,Medium,4.6,8,3.06,4,5.3,4.5,9.15,58.3
Analyst,19,15.4,32.7,28,1,High,4.1,6.1,0.1,7,4.8,1.1,10,76.2
Analyst,14,8.5,25.1,22.9,3.7,Low,4,6.9,2.5,2,5,7.2,5.52,69.7
Designer,12,4,13.3,26.6,1.7,Low,7.4,5.6,0.93,4,5.1,6.5,6.03,75.9
Analyst,1,5,12.8,27,0.5,Medium,5.1,4.9,0.36,4,4.8,5.2,8.63,61.2
Developer,10,7.2,14,22.4,3.7,Low,5.4,8.6,0.1,7,6.2,7.2,5.5,78.5
Marketer,4,11.1,29.1,34,2.1,Low,2.8,6.5,0.1,6,4.8,4,7.87,62.6
Designer,1,7.1,20.3,26.8,1.2,Medium,6.7,7.7,0.58,8,5.4,4.4,9.24,57.3
Designer,7,9.5,22.4,19.3,4,Low,1.3,4.7,0.1,2,5.6,8.5,4.56,78.2
Developer,1,12.2,33.9,18.5,2.9,High,1.5,7.6,4.45,10,6.2,4.9,10,47.3
Analyst,2,13.1,36.9,21.8,2.2,Medium,7.6,9.8,3.05,6,5,3.9,9.6,52.1
Designer,19,7.3,8.3,30,1.7,High,2.8,10.9,0.1,7,4.9,3,10,71.9
Analyst,7,11.6,27.7,15.4,1.3,Low,1.7,3.4,3.44,8,6.5,8.8,4.32,75.4
Writer,13,16.5,42.4,14.8,2.9,Low,2.8,3.5,4.02,3,5.4,7.5,5.3,83.3
Marketer,6,8.6,19.4,16.1,2.8,Low,8.6,12.7,1.14,2,4.9,7.7,5.15,68.5
Developer,20,18.2,38,21.3,2.4,High,4.7,6.2,2.21,3,4.5,1.9,10,70.3
Manager,16,4.7,7.1,19.1,1.3,Low,26.4,16.4,3.44,9,1,3.4,8.31,46.2
Manager,11,2.9,5.1,29.3,1.3,Low,20.8,13.6,3.39,5,3,2.8,8.78,46.6
Developer,1,14.3,38.5,12.7,2.2,Medium,5.1,8.1,1.3,10,5,6.5,7.68,63.2
Analyst,4,4.7,1.6,32.3,1.1,Low,5.6,11,0.66,6,4.7,5.4,6.86,53.5
Marketer,16,10.8,28.7,16.9,3.9,Medium,7.7,7.9,0.1,9,3.6,5.6,8.32,74.3
Analyst,15,12.4,35.2,19.2,1,Low,2.4,3.2,0.1,10,5.8,7.5,5.29,88.4
Analyst,17,1.9,3,33.3,4.5,High,2.5,6.5,1.74,2,5.4,3.6,10,56.6
Marketer,14,10.7,21.5,25.2,2.5,Low,1.5,4.9,0.49,10,5.3,6.6,5.94,82.6
Manager,11,2.4,5.5,30.8,1,High,14.2,9.8,1.04,9,2.5,1.1,10,41.6
Analyst,13,6.4,6.1,23,0.4,High,5.8,11.4,0.99,10,4.4,4.2,10,63.4
Analyst,18,5.9,16.9,20,2.6,Low,8.2,6.8,3.63,2,5.4,7.5,5.3,72.7
Designer,15,4.3,4.7,24.7,1.9,Low,5.1,11,1.38,7,4.9,7.5,5.3,70.5
Manager,8,5.4,12.3,31.3,1.5,Low,17.8,14.5,0.38,1,1,2.4,9.07,40.5
Manager,18,7.7,4.5,27.1,0.8,Low,15.3,12.7,0.1,10,5.7,3.5,8.26,73.3
Developer,13,17.9,47.1,10,1.7,High,8.3,9.8,0.16,3,5.1,3.9,10,86.5
Manager,8,5.7,9.5,31.1,2,Medium,15.8,15.9,0.65,4,2.4,1.3,10,40
Analyst,6,11.4,24.3,17,0.3,Low,5.8,5.7,3.82,8,4.2,7.5,5.3,62
Designer,20,0,0,25.2,1.2,Low,9.2,8.8,2.61,7,4.8,7.4,5.36,68.6
Marketer,16,0,9.4,31.7,4,Medium,3.2,8.2,1.24,3,5.4,5.8,8.19,72.1
Analyst,15,2.7,10.6,28.9,1.1,Medium,6.3,10.2,0.85,1,5.5,5,8.77,69.7
Manager,2,12.3,28.6,15.9,2.6,Medium,11.7,11.2,4.59,4,2.8,4.5,9.14,49
Manager,18,5.4,18.6,22.7,1.5,Low,13.2,10,0.1,1,7.1,5.7,6.63,90.7
Analyst,17,14,38,16.9,0.7,Low,10.9,8.5,0.53,9,3.4,5.6,6.71,83.7
Designer,12,2.2,8.3,23.4,0.2,Medium,6.1,6.9,4.5,2,4.9,6.6,7.6,46
Manager,14,3.8,11.8,27.5,3.6,High,22.3,17.7,0.18,7,2.1,1,10,55.8
Manager,11,5.1,14.9,18.9,2.8,Low,18.1,14.4,3.43,5,2.9,5.5,6.78,49
Marketer,13,10.8,23.1,16.1,2.3,Low,4.1,8.1,3.47,8,5.9,8.2,4.76,73.5
Designer,5,1.8,5.6,31.5,2.5,Low,2.6,3.8,0.1,5,6.6,7,5.65,73.1
Developer,3,20.7,43.1,16.8,3.3,High,4,7.8,4.9,6,5.4,2.6,10,59.7
Developer,8,21.1,60.4,15.6,5.1,Low,6.9,13,0.1,1,3.6,5.1,7.07,75.3
Analyst,9,8.7,20.8,16.8,3.7,Low,2.5,5.3,2.49,2,4.1,9,4.18,71.1
Analyst,18,17.4,41.1,17.5,2.6,Low,5.3,3.7,1.55,6,6.4,6,6.41,96
Developer,4,16.1,38,20.9,2.7,Medium,4.7,6.6,1.73,6,4.9,4.1,9.45,60.2
Developer,8,9.2,17.7,35.5,0.2,Medium,6.4,6.6,1.81,3,5,1.7,10,46.3
Developer,9,9.5,27.3,20.9,1.3,High,6.1,5.4,4.82,7,4,3.9,10,47.4
Developer,7,8.8,25.6,20.8,3.6,Medium,3,6.3,3.08,1,6,6.4,7.76,57.3
Developer,10,16.9,43.7,20.7,0.8,Medium,4.4,3.7,3.66,4,4.6,4,9.52,74.1
Developer,13,11.3,28.5,25.7,1.2,Medium,2.3,6.5,1.93,6,5.4,4.7,9.01,71.1
Developer,1,12.7,29.3,20.4,2.4,Medium,11.1,9.9,2.65,10,3.7,3.5,9.9,44.9
Designer,17,4.4,9.4,35.3,3.8,High,5.5,8.2,0.43,7,5.1,1.7,10,66.3
Manager,2,5.1,0,27.8,0.8,High,14.7,14.6,2.57,5,3.5,1.1,10,31.6
Developer,10,19.6,49.4,24.4,0.7,High,5.9,2,4.02,4,4.4,1,10,61.1
Marketer,10,5.1,15.5,25.3,5.1,Medium,6.4,9.7,2.56,8,4.6,5.3,8.56,64.5
Designer,10,0,0,25.9,0.8,Medium,8.1,8.8,3.2,2,3.8,6,8.04,45.9
Manager,18,6.1,12.8,32.2,0.6,Low,22.5,18,1.91,9,3.3,1,10,57.5
Analyst,13,7.6,14.9,19.1,0.5,Low,5.5,8.2,0.66,3,4.8,8,4.93,64.7
Developer,17,12.6,32.8,23.1,4.7,High,4.7,7.4,1.06,5,5,2.9,10,71
Developer,2,13,33.4,12.7,3.7,Low,4.9,8.2,0.46,3,3.3,8.4,4.64,71.4
